smiles,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-CAM,E2-CAM,f1-CAM,f2-CAM
[H]C#Cc1c([H])nnn1[H],0.20336164,0.2227187,0.00279343,0.26354758,0.18535499,0.20527758,0.00237919,0.22013169,0.19741003,0.20406165,0.0029,0.2557
[H]C#Cc1onnc1[H],0.20175404,0.20980705,0.00308889,0.2431651,0.17998935,0.19436567,0.00227987,0.2366068,0.18810877,0.19323163,0.0024,0.2565
[H]C#Cc1c([H])nn([H])c1[H],0.22576473,0.23413172,0.1058013,0.16455232,0.2164268,0.22029709,0.19859938,0.00003719,0.21321959,0.2191546,0.1946,0
[H]C#Cc1nnn([H])c1[H],0.22177664,0.22611123,0.00550191,0.04895333,0.20838144,0.21485629,0.00446647,0.00572965,0.21495783,0.21533267,0.0091,0.1831
[H]C#Cc1c([H])noc1[H],0.2238357,0.23979648,0.09985977,0.1352122,0.21074206,0.21295115,0.11611379,0.0004945,0.21011794,0.21826159,0.1339,0.0003
[H]C#Cc1nnoc1[H],0.20849274,0.23429541,0.06229809,0.24121188,0.19766782,0.20253504,0.05069021,0.0051023,0.2017244,0.20787991,0.0687,0.0062
[H]C#Cc1nc([H])no1,0.20873999,0.22433816,0.00489646,0.30176239,0.19170261,0.20614018,0.00288758,0.00960381,0.19848678,0.20471212,0.0014,0.2385
[H]C#Cc1nn([H])c([H])c1[H],0.22433676,0.2393718,0.12924997,0.13980363,0.21727793,0.21805452,0.20706063,0.00021399,0.21445804,0.21878343,0.2074,0.0001
[H]C#Cc1nc([H])n([H])n1,0.23236094,0.23951076,0.00313157,0.21629302,0.21515955,0.220687,0.00021784,0.00204517,0.21603826,0.21756703,0,0.1906
[H]C#Cc1nn([H])nc1[H],0.22107204,0.24294643,0.15654962,0.13741835,0.21380666,0.2141253,0.19379342,0.00011476,0.21273449,0.21706724,0.214,0.0001
[H]C#Cc1nnn([H])n1,0.22099778,0.23012764,0.00547571,0.05930518,0.20601612,0.21579685,0.00264184,0.00601158,0.21263895,0.21723261,0.0007,0.1714
[H]C#Cc1noc([H])c1[H],0.22472716,0.2431818,0.13655444,0.07068146,0.20553026,0.21579906,0.00074283,0.15439269,0.20887582,0.21603091,0.0005,0.1517
[H]C#Cc1noc([H])n1,0.22431488,0.23883204,0.0045974,0.00002544,0.20367144,0.21215154,0.00060883,0.00312145,0.2072221,0.21687247,0.0003,0.1324
[H]C#Cc1nonc1[H],0.2200169,0.2201048,0.13684096,0.00000396,0.19767993,0.20726781,0.00063485,0.12729635,0.20449897,0.2097725,0.0007,0.1533
[H]C#Cc1nnon1,0.21127712,0.21843303,0.00336718,0.05858385,0.19088138,0.19926125,0.00242958,0.06819095,0.19912622,0.20646138,0.0034,0.1076
[H]c1nn2c(c1[H])C([H])([H])C2([H])[H],0.23924911,0.26524512,0.04443441,0.02478616,0.24884379,0.25725115,0.04584245,0.00665727,0.24565454,0.25436413,0.0653,0.0477
[H]c1nnn2c1C([H])([H])C2([H])[H],0.22834906,0.2394107,0.00795492,0.05061438,0.2154758,0.24972053,0.00927425,0.06854893,0.21967644,0.24432421,0.0089,0.0899
[H]c1nc2n(n1)C([H])([H])C2([H])[H],0.25776024,0.27696739,0.01312284,0.03995893,0.2462483,0.26436946,0.003333,0.05171253,0.25592965,0.26134283,0.0035,0.0648
[H]c1nn([H])c(C([H])([H])[H])c1C([H])([H])[H],0.23256332,0.2503358,0.06253563,0.0015466,0.2407183,0.25322945,0.10475135,0.00735914,0.23494579,0.24442344,0.1228,0.0016
[H]c1noc(C([H])([H])[H])c1C([H])([H])[H],0.22989518,0.24934102,0.11077702,0.00791788,0.23107581,0.2394802,0.14467386,0.00758637,0.22506022,0.24345693,0.1444,0.0064
[H]n1nnc(C([H])([H])[H])c1C([H])([H])[H],0.221016,0.23052116,0.00922358,0.0910747,0.20910594,0.23684282,0.00995246,0.13205498,0.21364955,0.23073799,0.0095,0.1441
[H]C([H])([H])c1nnoc1C([H])([H])[H],0.21426907,0.21899946,0.11323724,0.00767691,0.20519485,0.21713325,0.0086644,0.12371654,0.20753814,0.21180474,0.0079,0.1276
[H]c1nn([H])c(C([H])([H])[H])c1N([H])[H],0.21183624,0.21711838,0.06672828,0.03125313,0.21309176,0.22759417,0.10700086,0.00703063,0.20821065,0.21733184,0.0385,0.0882
[H]c1noc(C([H])([H])[H])c1N([H])[H],0.20157622,0.21584157,0.09832464,0.00872437,0.19804543,0.2231552,0.10685433,0.00937901,0.19903802,0.20912204,0.1114,0.0092
[H]N([H])c1nnn([H])c1C([H])([H])[H],0.20668692,0.22663134,0.08820911,0.01836639,0.20373931,0.215406,0.08178806,0.03057629,0.20642096,0.21883856,0.1045,0.0229
[H]N([H])c1nnoc1C([H])([H])[H],0.19161798,0.22255139,0.09761864,0.01059286,0.18564234,0.20899511,0.08297627,0.01629957,0.18927005,0.21104035,0.1028,0.014
[H]c1nn([H])c(N([H])[H])c1C([H])([H])[H],0.2114296,0.23070003,0.01624469,0.10036907,0.21862116,0.23385224,0.02924767,0.11240528,0.20611594,0.22796709,0.0152,0.1307
[H]N([H])c1c(C([H])([H])[H])nnn1[H],0.21361027,0.21998267,0.05061871,0.0515577,0.21153375,0.222344,0.03275287,0.05327181,0.20792033,0.21458666,0.0314,0.0293
[H]c1noc(N([H])[H])c1C([H])([H])[H],0.21454946,0.21753445,0.14276801,0.03632275,0.21696061,0.22568987,0.15451569,0.01560377,0.21010324,0.21330043,0.087,0.0771
[H]N([H])c1onnc1C([H])([H])[H],0.19646669,0.21499247,0.16003739,0.00200706,0.20186828,0.21797282,0.14587783,0.00698234,0.19648762,0.21083823,0.148,0.0018
[H]Oc1c([H])nn([H])c1C([H])([H])[H],0.22113889,0.24246867,0.00000765,0.00112221,0.22153821,0.2310054,0.14956912,0.00000033,0.21561564,0.21886796,0.0001,0.1574
[H]Oc1nnn([H])c1C([H])([H])[H],0.21143878,0.22915453,0.11573619,0.01115641,0.21582439,0.21596644,0.14232004,0.01183504,0.21355033,0.22027546,0.1575,0.0106
[H]Oc1nnoc1C([H])([H])[H],0.19343151,0.22572947,0.11903094,0.00954047,0.19577594,0.21062767,0.12863277,0.0105957,0.19376449,0.21324531,0.1353,0.0093
[H]Oc1c(C([H])([H])[H])c([H])nn1[H],0.2158798,0.2365903,0.00102569,0.07669384,0.21787286,0.2440924,0.00140169,0.0840615,0.20833193,0.23700742,0.001,0.1002
[H]c1c(C([H])([H])[H])nn([H])c1C([H])([H])[H],0.25917264,0.26441582,0.00001935,0.00084658,0.24601399,0.25508563,0.04430441,0.00601154,0.24405962,0.24992849,0.0864,0.129
[H]c1c(C([H])([H])[H])noc1C([H])([H])[H],0.2417991,0.2515484,0.1230643,0.00656435,0.24226195,0.24241894,0.00768735,0.18732035,0.23665096,0.24876353,0.1888,0.0053
[H]c1c(N([H])[H])nn([H])c1C([H])([H])[H],0.21681945,0.22768401,0.05054667,0.01510974,0.21670278,0.23826786,0.04980999,0.00607932,0.222146,0.22506757,0.0553,0.0189
[H]c1c(N([H])[H])noc1C([H])([H])[H],0.22340945,0.23888584,0.04607727,0.01128854,0.22115251,0.24810668,0.03524356,0.04391593,0.22950689,0.23691923,0.0456,0.0038
[H]Oc1nn([H])c(C([H])([H])[H])c1[H],0.22633024,0.24491329,0.06337781,0.0004151,0.23120919,0.25150367,0.06073986,0.00012932,0.23308627,0.2421854,0.0732,0.0003
[H]Oc1noc(C([H])([H])[H])c1[H],0.23697903,0.25259136,0.05011145,0.19870196,0.24000866,0.24941125,0.04822254,0.20639724,0.24114172,0.24630868,0.1587,0.0946
[H]c1nnc(C([H])([H])[H])c([H])n1,0.11908129,0.19454624,0.00527393,0.05309706,0.11246293,0.14408478,0.00493522,0.000016,0.12207023,0.1579633,0.0052,0
[H]c1nnc([H])c(C([H])([H])[H])n1,0.12402502,0.1979575,0.00525015,0.06323199,0.11708875,0.14283331,0.00500272,0.00010202,0.12701669,0.15649333,0.0051,0.0001
[H]c1nnnnc1C([H])([H])[H],0.12134963,0.12933996,0.004776,0.00025975,0.11540087,0.1239674,0.00513201,0.00021567,0.12570107,0.13618565,0.0056,0.0003
[H]c1c(C([H])([H])[H])c(C([H])([H])[H])nn1[H],0.23349747,0.26861355,0.05359831,0.06478337,0.24340579,0.25597361,0.0694498,0.00574728,0.23872362,0.2561134,0.0895,0.0497
[H]c1c(C([H])([H])[H])c(N([H])[H])nn1[H],0.21748442,0.22134682,0.07139042,0.01274766,0.22033685,0.23120303,0.08322177,0.01072266,0.2190811,0.2220431,0.0061,0.1013
[H]Oc1nn([H])c([H])c1C([H])([H])[H],0.22466317,0.2665178,0.08369939,0.1018931,0.23204993,0.25021929,0.09720821,0.00043057,0.22983763,0.23917931,0.1065,0.0008
[H]c1onc(C([H])([H])[H])c1C([H])([H])[H],0.23657755,0.26610494,0.07776785,0.05775618,0.24070896,0.24131978,0.09133961,0.00559693,0.23425857,0.24602571,0.1029,0.005
[H]c1onc(N([H])[H])c1C([H])([H])[H],0.22434684,0.23511132,0.07187586,0.00875957,0.22401029,0.24478839,0.06076278,0.00731579,0.22939664,0.2341079,0.0894,0.0055
[H]Oc1noc([H])c1C([H])([H])[H],0.23507044,0.2564728,0.07443939,0.09797497,0.24077522,0.25206176,0.07630475,0.08812606,0.23840022,0.24664677,0.113,0.0629
[H]n1nc(C([H])([H])[H])nc1C([H])([H])[H],0.23946632,0.251254,0.00564571,0.04636388,0.23134823,0.25589657,0.00545651,0.09501955,0.24051698,0.25412159,0.005,0.1127
[H]C([H])([H])c1noc(C([H])([H])[H])n1,0.23234876,0.26129258,0.00564402,0.0847384,0.22340985,0.25765654,0.00501029,0.13728155,0.23178167,0.25505869,0.0046,0.1431
[H]N([H])c1nc(C([H])([H])[H])n([H])n1,0.22363178,0.23842865,0.06829524,0.00517963,0.22063732,0.23936804,0.06614747,0.00549777,0.22898505,0.23507808,0.0827,0.0024
[H]N([H])c1noc(C([H])([H])[H])n1,0.2219623,0.23913856,0.05232073,0.00590827,0.21750345,0.23131603,0.03908754,0.00656436,0.22765105,0.23914256,0.0549,0.004
[H]Oc1nc(C([H])([H])[H])n([H])n1,0.23488869,0.25340121,0.09597891,0.00025925,0.23729274,0.24294169,0.10966905,0.00708716,0.24137324,0.24821597,0.1255,0.0004
[H]Oc1noc(C([H])([H])[H])n1,0.2346439,0.27566137,0.07790848,0.11042491,0.23342954,0.23491174,0.00761258,0.07497917,0.24051698,0.24216335,0.0941,0.0064
[H]c1nnc(C([H])([H])[H])nc1[H],0.11645783,0.1934016,0.00502962,0.05895778,0.10982266,0.14420794,0.00479245,0.0000404,0.11902739,0.1582132,0.0048,0.0001
[H]c1nnnc(C([H])([H])[H])n1,0.11703883,0.14144045,0.0067334,0.00000405,0.10642653,0.13570559,0.00615403,0.00000105,0.11669381,0.14925004,0.0062,0
[H]n1c(C([H])([H])[H])nnc1C([H])([H])[H],0.22989485,0.25275455,0.00000009,0.00000038,0.21929776,0.2474593,0.00000003,0.01486213,0.23354564,0.24841441,0,0
[H]C([H])([H])c1nnc(C([H])([H])[H])o1,0.2331447,0.26343649,0,0.28971275,0.22024744,0.25085015,0,0.28659022,0.23363751,0.24907958,0,0.2676
[H]n1nc(C([H])([H])[H])n([H])c1=O,0.23757308,0.23847226,0.00078427,0.12048898,0.23468952,0.25055681,0.122939,0.00177484,0.23830835,0.23853252,0.1341,0.0009
[H]n1nc(C([H])([H])[H])oc1=O,0.2438468,0.25903088,0.16752255,0.00010912,0.23864438,0.25485393,0.15575026,0.00200979,0.24168194,0.25704683,0.1707,0.0002
[H]c1c(C([H])([H])[H])nn([H])c1N([H])[H],0.21478749,0.23872015,0.01160827,0.08642409,0.22443389,0.24166464,0.03366051,0.11191488,0.21030536,0.23640841,0.0117,0.1537
[H]N([H])c1nc(C([H])([H])[H])nn1[H],0.22739526,0.25397512,0.01003023,0.12544587,0.23669062,0.24820607,0.02852745,0.00617039,0.22351307,0.24881498,0.009,0.1337
[H]Oc1c([H])c(C([H])([H])[H])nn1[H],0.22602488,0.26286234,0.00063821,0.00055044,0.23294061,0.25367746,0.00048206,0.06206488,0.2194633,0.24966389,0.0009,0.1012
[H]Oc1nc(C([H])([H])[H])nn1[H],0.25524138,0.26954063,0.00004409,0.00266878,0.2548234,0.26368639,0.00376543,0.0000184,0.25091337,0.26110396,0.0001,0.0037
[H]c1c(N([H])[H])c(C([H])([H])[H])nn1[H],0.20723827,0.21120275,0.01452173,0.0809165,0.21357775,0.21911318,0.10121402,0.00884567,0.2030731,0.21349153,0.0088,0.107
[H]Oc1c(C([H])([H])[H])nn([H])c1[H],0.22057858,0.24549461,0.00001769,0.00037409,0.22591971,0.22668781,0.11742823,0.00033851,0.21600886,0.22332933,0,0.1297
[H]n1nc(C([H])([H])[H])c(C([H])([H])[H])n1,0.22977011,0.2478507,0.08320377,0,0.23859155,0.24063088,0.00000001,0.10621559,0.23564402,0.24157169,0.1217,0
[H]N([H])c1nn([H])nc1C([H])([H])[H],0.20902106,0.2261413,0.10129005,0.00962392,0.21205511,0.23657148,0.10710306,0.01196525,0.21313874,0.22250247,0.1268,0.0087
[H]Oc1nn([H])nc1C([H])([H])[H],0.21676964,0.24966836,0.1113472,0.00002289,0.22494986,0.24248658,0.1259313,0.00049204,0.2221019,0.24482033,0.1373,0.0002
[H]n1c(C([H])([H])[H])noc1=O,0.25209517,0.25483136,0.08729368,0.00320922,0.24425838,0.24918189,0.0026988,0.08373059,0.25190193,0.2521702,0.0018,0.1005
[H]C([H])([H])c1noc(=O)o1,0.26676076,0.27125911,0.11632742,0.00326097,0.25802585,0.26170414,0.00369708,0.11014698,0.26129873,0.26646201,0.0005,0.1335
[H]c1c(C([H])([H])[H])noc1N([H])[H],0.22352373,0.22910095,0.12174716,0.10394045,0.22633785,0.23711481,0.1786111,0.01499928,0.21917665,0.2263391,0.081,0.1275
[H]N([H])c1nc(C([H])([H])[H])no1,0.24365608,0.25043289,0.18369958,0.04994325,0.24249557,0.24598346,0.00720949,0.17075069,0.24177381,0.24821597,0.1314,0.0581
[H]c1onc(C([H])([H])[H])c1N([H])[H],0.20831824,0.21658009,0.08963088,0.00554348,0.20589205,0.2274506,0.08589955,0.00729014,0.20670026,0.21174226,0.0945,0.0067
[H]C([H])([H])c1nonc1C([H])([H])[H],0.2283322,0.23329028,0,0.07284874,0.21833289,0.2447568,0,0.08305467,0.22242529,0.24208986,0,0.1003
[H]N([H])c1nonc1C([H])([H])[H],0.20871944,0.23220645,0.08823624,0.00018544,0.20919526,0.22271267,0.07480684,0.00062639,0.21366793,0.22646772,0.096,0.0008
[H]c1nn([H])c(C([H])([H])C([H])([H])[H])c1[H],0.23984408,0.25506576,0.05311129,0.09999272,0.24909165,0.25297346,0.14560082,0.00801518,0.24285057,0.25009386,0.1788,0.0146
[H]c1noc(C([H])([H])C([H])([H])[H])c1[H],0.23820029,0.24869869,0.15566533,0.00692185,0.23823459,0.23903284,0.20158116,0.00809399,0.23158322,0.24421029,0.1954,0.0059
[H]c1nnn([H])c1C([H])([H])C([H])([H])[H],0.2217706,0.23865103,0.00893569,0.10656238,0.20933153,0.24577761,0.0099903,0.17548785,0.21452051,0.23926383,0.0094,0.1877
[H]c1nnoc1C([H])([H])C([H])([H])[H],0.21945942,0.2218325,0.00734725,0.14273169,0.205767,0.22488456,0.00860016,0.15945383,0.20894931,0.21908845,0.0077,0.1616
[H]c1nn([H])c([H])c1C([H])([H])C([H])([H])[H],0.23464534,0.26207824,0.04553183,0.00477023,0.24514919,0.25276358,0.06336997,0.00707409,0.23931896,0.25488597,0.0777,0.0059
[H]c1c(C([H])([H])C([H])([H])[H])nnn1[H],0.22193733,0.23394072,0.00779751,0.0529442,0.20981705,0.24314195,0.00906667,0.06975512,0.2140244,0.23704785,0.0084,0.0881
[H]c1noc([H])c1C([H])([H])C([H])([H])[H],0.2333288,0.24849533,0.06778814,0.00679507,0.23731631,0.23801142,0.07495131,0.01129252,0.2304146,0.24192081,0.0869,0.0057
[H]c1onnc1C([H])([H])C([H])([H])[H],0.21810752,0.21953862,0.0774124,0.00649229,0.2055002,0.22213021,0.00751797,0.07145039,0.20771086,0.2167218,0.0068,0.0805
[H]c1nc(C([H])([H])C([H])([H])[H])n([H])n1,0.24192891,0.2589463,0.0050364,0.04597023,0.23427064,0.2650678,0.00490484,0.19004735,0.24311149,0.26139428,0.0047,0.1978
[H]c1noc(C([H])([H])C([H])([H])[H])n1,0.23026824,0.26449483,0.00551698,0.2149763,0.22123613,0.25781753,0.00507699,0.19957257,0.22946279,0.25339395,0.0047,0.1801
[H]c1c(C([H])([H])C([H])([H])[H])nn([H])c1[H],0.23793167,0.2683408,0.04736442,0.06425828,0.24854063,0.25527727,0.06063479,0.00550822,0.24508125,0.25638167,0.0791,0.0677
[H]c1nc(C([H])([H])C([H])([H])[H])nn1[H],0.23829951,0.25152071,0.00536172,0.03535846,0.23118001,0.2598127,0.00565982,0.05781924,0.23845535,0.25650662,0.0051,0.0746
[H]c1nn([H])nc1C([H])([H])C([H])([H])[H],0.23244969,0.24532921,0.07791529,0.00005185,0.23585078,0.24444034,0.00038907,0.09891408,0.23867584,0.23959825,0.0397,0.0748
[H]n1nnc(C([H])([H])C([H])([H])[H])n1,0.22203182,0.24117055,0.00837068,0.04322035,0.21107877,0.23647707,0.00995406,0.00000686,0.21751191,0.24050229,0.0093,0
[H]c1onc(C([H])([H])C([H])([H])[H])c1[H],0.2432267,0.25049128,0.07861525,0.00524631,0.24090956,0.24851899,0.00519535,0.10522718,0.24154597,0.24690034,0.1163,0.0044
[H]c1nc(C([H])([H])C([H])([H])[H])no1,0.23080875,0.26091885,0.00551,0.04105016,0.22228884,0.26115953,0.00523078,0.06455615,0.22918717,0.25849475,0.0047,0.0827
[H]c1nonc1C([H])([H])C([H])([H])[H],0.22608173,0.2346098,0.00002305,0.06676511,0.21547019,0.2454077,0.00007527,0.03829236,0.21964704,0.24346428,0.0001,0.0834
[H]C([H])([H])C([H])([H])c1nnon1,0.21375239,0.22732148,0.00581097,0.00032749,0.19903775,0.21723271,0.00667314,0.00120714,0.20255493,0.22256126,0.0062,0.0009
[H]c1nn(C([H])([H])C([H])([H])[H])c([H])c1[H],0.23568218,0.26312589,0.09784911,0.04980153,0.24454849,0.25266182,0.11913378,0.00638889,0.23933733,0.25280228,0.1217,0.0773
[H]c1nnn(C([H])([H])C([H])([H])[H])c1[H],0.22244692,0.23954889,0.00589676,0.06897322,0.2102211,0.24772171,0.00691418,0.08940668,0.21615953,0.24149819,0.0071,0.0999
[H]c1nc([H])n(C([H])([H])C([H])([H])[H])n1,0.23744279,0.25309403,0.004188,0.08136258,0.2302036,0.26132508,0.00418577,0.13794815,0.23845167,0.25631919,0.0041,0.138
[H]c1nnc([H])n1C([H])([H])C([H])([H])[H],0.22322337,0.26674041,0.00000278,0.10237988,0.21510249,0.23895264,0.00001173,0.01680203,0.22796709,0.24084038,0,0.0127
[H]c1nnnn1C([H])([H])C([H])([H])[H],0.22394746,0.24077853,0.00022028,0.00865523,0.21371977,0.22919956,0.00175004,0.00940414,0.2248875,0.23457094,0.0037,0.0079
[H]c1nn(C([H])([H])C([H])([H])[H])nc1[H],0.23359053,0.2434716,0.15099061,0.00009844,0.23366343,0.24279906,0.00008643,0.18708437,0.23700375,0.23729039,0.0001,0.1977
[H]c1nnn(C([H])([H])C([H])([H])[H])n1,0.22441921,0.24643735,0.00614742,0.07493709,0.21392487,0.23582841,0.00710149,0.00009242,0.22201737,0.24021197,0.0074,0.0001
[H]C([H])([H])C([H])([H])n1nnnn1,0.22751809,0.2306854,0.0000077,0.00838321,0.21851063,0.22256331,0.00003542,0.01159559,0.23108711,0.2316016,0,0.0133
[H]c1nn(C([H])([H])[H])c([H])c1C([H])([H])[H],0.22830134,0.26002692,0.08065813,0.00897729,0.23653434,0.25108797,0.10705182,0.0065097,0.23073431,0.25018941,0.108,0.0463
[H]c1c(C([H])([H])[H])nnn1C([H])([H])[H],0.22146719,0.23201481,0.00603447,0.06481417,0.20976985,0.23905447,0.00686881,0.08837549,0.21467118,0.23298705,0.0071,0.0977
[H]c1nn(C([H])([H])[H])c([H])c1N([H])[H],0.20451141,0.21078103,0.10585277,0.00520738,0.20654605,0.22439705,0.12230839,0.0114751,0.20398448,0.20775129,0.0841,0.043
[H]c1c(N([H])[H])nnn1C([H])([H])[H],0.2038351,0.2262129,0.0713356,0.00660908,0.20236975,0.21461364,0.07706751,0.01027764,0.20408003,0.21931997,0.0901,0.0089
[H]Oc1c([H])nn(C([H])([H])[H])c1[H],0.21447057,0.22552258,0.11856642,0.00012145,0.22070111,0.23569102,0.13923724,0.00001186,0.21716279,0.22032323,0.1411,0.0007
[H]Oc1nnn(C([H])([H])[H])c1[H],0.21427935,0.23022461,0.08573753,0.00766518,0.21739843,0.21837758,0.00821711,0.10057732,0.21612646,0.22226359,0.112,0.0077
[H]c1c(C([H])([H])[H])nn(C([H])([H])[H])c1[H],0.23201541,0.26239859,0.0910334,0.03932776,0.23990984,0.25410072,0.12692802,0.00532249,0.23563667,0.25156016,0.1304,0.0586
[H]c1c(N([H])[H])nn(C([H])([H])[H])c1[H],0.21290215,0.22539303,0.11245421,0.0146414,0.21392772,0.23917838,0.13116172,0.0250697,0.21552377,0.2230831,0.1413,0.0115
[H]Oc1nn(C([H])([H])[H])c([H])c1[H],0.22163291,0.26204703,0.13226297,0.07942817,0.22699363,0.25836409,0.15640518,0.00084572,0.22507859,0.24626825,0.1586,0.0002
[H]c1nc(C([H])([H])[H])nn1C([H])([H])[H],0.24706375,0.27573642,0.07232292,0.04978814,0.2299554,0.25323445,0.00452938,0.12437553,0.23786736,0.24916043,0.0044,0.1217
[H]c1nc(N([H])[H])nn1C([H])([H])[H],0.21814227,0.23906308,0.08993889,0.00838449,0.2157985,0.23515166,0.10040674,0.00582354,0.22014316,0.23666198,0.1144,0.0076
[H]Oc1nc([H])n(C([H])([H])[H])n1,0.23010442,0.27632443,0.10026664,0.07592655,0.23295896,0.23854983,0.12089371,0.00678154,0.23330309,0.24639688,0.1282,0.0058
[H]c1nn([H])c(=O)n1C([H])([H])[H],0.2257966,0.24796171,0.09468686,0.00372652,0.22588696,0.24498543,0.10010442,0.00383361,0.22645302,0.24859449,0.1105,0.0021
[H]c1noc(=O)n1C([H])([H])[H],0.23628189,0.24751699,0.10406449,0.00483336,0.2369015,0.23973804,0.10395071,0.00414647,0.2368053,0.24801385,0.1157,0.0035
[H]c1nn(C([H])([H])[H])nc1C([H])([H])[H],0.22850044,0.24404921,0.1331593,0.00001711,0.23438221,0.23651485,0.00005341,0.17674037,0.2313664,0.23766891,0.1821,0.0001
[H]c1nn(C([H])([H])[H])nc1N([H])[H],0.20582428,0.22985854,0.13386003,0.01314513,0.20716587,0.23695674,0.14579791,0.0003696,0.2081739,0.22605613,0.1652,0.011
[H]Oc1nn(C([H])([H])[H])nc1[H],0.21499529,0.24928747,0.1537876,0.00016206,0.22104921,0.2381525,0.17671941,0.00057091,0.21828732,0.2408661,0.1864,0.0005
[H]c1nn(C([H])([H])[H])c(C([H])([H])[H])c1[H],0.23741296,0.2606989,0.08277245,0.10439189,0.24575997,0.25375364,0.10714685,0.00685742,0.24174441,0.24976679,0.1299,0.1018
[H]c1nn(C([H])([H])[H])c(N([H])[H])c1[H],0.21767177,0.23559033,0.01054507,0.10280902,0.2258815,0.23789679,0.03049983,0.10992167,0.21354298,0.23341334,0.01,0.1384
[H]Oc1c([H])c([H])nn1C([H])([H])[H],0.22465305,0.24138978,0.00042213,0.07214427,0.23157811,0.24728098,0.00042175,0.08444486,0.21840492,0.24165254,0.0007,0.0952
[H]c1nc(C([H])([H])[H])n(C([H])([H])[H])n1,0.23714181,0.25313335,0.00469685,0.07141963,0.22864073,0.25631042,0.00439696,0.1487527,0.2384627,0.25361812,0.0043,0.1577
[H]c1nc(N([H])[H])n(C([H])([H])[H])n1,0.233051,0.25049377,0.02058931,0.07314271,0.23887462,0.24378688,0.06354173,0.00718685,0.22976046,0.24575376,0.0225,0.1318
[H]Oc1nc([H])nn1C([H])([H])[H],0.25667186,0.25842252,0.00220681,0.00270594,0.24924291,0.2620637,0.00315527,0.13635023,0.25291621,0.25483085,0.0013,0.0028
[H]c1nn(C([H])([H])[H])c(=O)n1[H],0.22376953,0.23988547,0.10859777,0.00180989,0.22382526,0.24328289,0.11251046,0.00363546,0.22513739,0.24282852,0.1238,0.0015
[H]c1nn(C([H])([H])[H])c(=O)o1,0.22827399,0.2592031,0.11383207,0.00460207,0.22614987,0.24906408,0.10747521,0.00343769,0.22823536,0.25909009,0.1183,0.0028
[H]C([H])([H])c1nnn(C([H])([H])[H])n1,0.22317353,0.23948687,0.00704146,0.08686445,0.21281976,0.23544725,0.00795953,0.00000029,0.21987856,0.23956518,0.0081,0
[H]N([H])c1nnn(C([H])([H])[H])n1,0.20765846,0.22714993,0.08191379,0.0077909,0.20514783,0.21670744,0.08790756,0.00926184,0.21041929,0.22307575,0.1076,0.0083
[H]Oc1nnn(C([H])([H])[H])n1,0.22249659,0.23133491,0.09522498,0.00894921,0.22024229,0.22601539,0.01011039,0.11487596,0.2262656,0.22669924,0.1283,0.0092
[H]c1nnn(C([H])([H])[H])c1C([H])([H])[H],0.22413836,0.23830711,0.00772056,0.09044433,0.21123193,0.24487425,0.00826789,0.13632645,0.21680265,0.23922708,0.0085,0.1476
[H]c1nnn(C([H])([H])[H])c1N([H])[H],0.22149401,0.22474568,0.03440046,0.04924141,0.21467637,0.22812604,0.01839684,0.06440888,0.21597579,0.21811827,0.0202,0.0143
[H]Oc1c([H])nnn1C([H])([H])[H],0.23075278,0.23126283,0.0084808,0.00186843,0.21715439,0.23705902,0.00991226,0.00052272,0.21953679,0.22260904,0.0093,0.0006
[H]n1nnn(C([H])([H])[H])c1=O,0.21482701,0.21617099,0.07982402,0.00853786,0.2078294,0.21601688,0.00883469,0.08739301,0.21655642,0.21931997,0.0108,0.0987
[H]C([H])([H])n1nnoc1=O,0.21777074,0.21811056,0.00775221,0.09190247,0.20616551,0.21889551,0.0073945,0.0880452,0.21713706,0.22303901,0.0092,0.103
[H]c1noc(=NC([H])([H])[H])n1[H],0.21332117,0.2226579,0.05287356,0.00003667,0.20634102,0.22526184,0.0433726,0.00058768,0.2153584,0.22449428,0.0618,0
[H]n1nnn([H])c1=NC([H])([H])[H],0.18591106,0.21958435,0.0336392,0.00307505,0.18124239,0.20456643,0.02963779,0.00378614,0.19129494,0.222146,0.0394,0.0077
[H]c1noc(=NC([H])([H])[H])o1,0.22603835,0.24578787,0.0356348,0.00092113,0.21364527,0.22827766,0.0243905,0.00059606,0.22619577,0.24730091,0.0362,0.0006
[H]C([H])([H])N=c1onno1,0.19849381,0.21803483,0.0176429,0.00416788,0.1840485,0.18976859,0.01165297,0.00213513,0.20230136,0.21925015,0.0169,0.0057
[H]c1nn([H])c(N([H])C([H])([H])[H])c1[H],0.2110429,0.23130918,0.01611185,0.18262907,0.2206971,0.23442186,0.05924127,0.1397227,0.20823638,0.22814349,0.0183,0.1831
[H]c1noc(N([H])C([H])([H])[H])c1[H],0.21262411,0.21627912,0.25819473,0.00476099,0.21631949,0.22571356,0.23555852,0.00078681,0.21156587,0.21320489,0.233,0.0029
[H]c1nnn([H])c1N([H])C([H])([H])[H],0.21380222,0.22080966,0.07892433,0.07017776,0.2128213,0.22229189,0.04247992,0.12108709,0.21090438,0.21652703,0.0584,0.0116
[H]c1nnoc1N([H])C([H])([H])[H],0.19376103,0.20867771,0.20778386,0.00061333,0.20077957,0.21549961,0.18649366,0.0015117,0.19661624,0.20836867,0.1904,0.0009
